	ZipCode	Latitude	Longitude	YearBuilt	NumberofBuildings	NumberofFloors	PropertyGFATotal	ENERGYSTARScore	SiteEnergyUse(kBtu)	TotalGHGEmissions	Distribution Center	Hotel	Office	Other	Refrigerated Warehouse	Retail Store	Self-Storage Facility	Senior Care Community	Supermarket / Grocery Store	Warehouse	Worship Facility	Public services	Library	Banks	Education	Manufacturing/Industrial Plant	Food Service	Mall	General Medical	Data Center	Entertainment
529	98104.0	47.60223	-122.33601999999999	1910.0	1.0	6.0	86204.0	89.0	3241917.0	69.02	0.0	0.0	0.0	67670.0	0.0	13534.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
530	98134.0	47.5829	-122.32417	1985.0	1.0	2.0	145158.0	51.0	8384523.0	119.46	0.0	0.0	48544.0	10270.0	0.0	0.0	0.0	0.0	0.0	101633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531	98134.0	47.58716	-122.32213999999999	1951.0	1.0	2.0	112896.0	66.0	10287986.0	157.48	0.0	0.0	110746.0	57500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532	98134.0	47.58685	-122.32501	1960.0	1.0	1.0	110613.0	95.0	1015060.188	7.08	99551.0	0.0	11061.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533	98103.0	47.58553	-122.32511000000001	1951.0	1.0	4.0	149881.0	97.0	2417401.25	95.86	0.0	0.0	30288.0	0.0	0.0	0.0	0.0	0.0	0.0	119593.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534	98121.0	47.580420000000004	-122.32552	1951.0	1.0	3.0	98220.0	12.0	6468090.0	75.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535	98134.0	47.58096	-122.32313	1970.0	1.0	1.0	84420.0	55.0	2848317.25	19.86	44300.0	0.0	24838.0	0.0	0.0	12349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536	98134.0	47.57055	-122.3267	1961.0	1.0	1.0	73335.0		5197118.0	155.74	73335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537	98134.0	47.5794	-122.32848	1928.0	1.0	2.0	56876.0		1791715.625	48.5	48400.0	0.0	4276.0	0.0	0.0	4200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538	98134.0	47.582409999999996	-122.32866000000001	1931.0	1.0	2.0	61200.0	16.0	4912143.0	178.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539	98134.0	47.587720000000004	-122.32686000000001	1987.0	1.0	1.0	111908.0	87.0	1555420.25	34.14	109090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540	98134.0	47.5908	-122.32828	1986.0	3.0	2.0	63644.0		6858533.5	168.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541	98134.0	47.594390000000004	-122.32838999999998	1930.0	3.0	2.0	108753.0		3639670.25	25.37	0.0	0.0	0.0	24338.0	0.0	18864.0	0.0	0.0	0.0	58605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542	98117.0	47.69197	-122.35876999999999	1970.0	1.0	1.0	141890.0	91.0	16865978.0	293.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543	98107.0	47.6633	-122.37548999999999	2001.0	1.0	4.0	92092.0	5.0	4817062.0	33.58	0.0	0.0	70074.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544	98199.0	47.6592	-122.38436999999999	1974.0	1.0	3.0	56259.0		2346571.5	86.9	0.0	0.0	3715.0	0.0	0.0	20962.0	0.0	0.0	0.0	31582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545	98105.0	47.65529	-122.32133	2006.0	1.0	6.0	143439.0		25631512.0	710.7	0.0	0.0	0.0	23869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546	98103.0	47.64912	-122.34823	2008.0	1.0	4.0	202623.0	73.0	8873485.0	61.86	0.0	0.0	105206.0	31992.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6374.0
547	98103.0	47.64932	-122.35186999999999	2000.0	1.0	2.0	77174.0	33.0	5481549.0	38.21	0.0	0.0	77174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548	98109.0	47.628170000000004	-122.34212	1998.0	1.0	5.0	110524.0	57.0	6859198.0	47.82	0.0	0.0	98781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
549	98109.0	47.6289	-122.32876999999999	2008.0	1.0	5.0	287224.0		21042926.0	314.43	0.0	0.0	88051.0	54106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550	98102.0	47.630790000000005	-122.32693	1999.0	1.0	4.0	115748.0		36436388.0	1154.79	0.0	0.0	0.0	97365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551	98119.0	47.62225	-122.35915	2000.0	1.0	7.0	241875.0	88.0	8655604.0	68.06	0.0	0.0	163082.0	83425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552	98109.0	47.61949	-122.35638999999999	1974.0	1.0	5.0	102930.0	85.0	4750799.0	65.03	0.0	0.0	89075.0	15164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553	98121.0	47.61472	-122.35566000000001	1902.0	1.0	3.0	76893.0		12029600.0	260.13	0.0	0.0	90345.0	33380.0	0.0	15845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554	98121.0	47.61732	-122.34791000000001	1975.0	1.0	8.0	150000.0	65.0	9343428.0	119.93	0.0	0.0	126648.0	23913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555	98101.0	47.616279999999996	-122.33391	1953.0	1.0	7.0	274362.0	82.0	16540550.0	147.82	0.0	0.0	274362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556	98121.0	47.615990000000004	-122.34165	1983.0	1.0	15.0	378002.0	85.0	17750994.0	246.83	0.0	0.0	270237.0	71602.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557	98121.0	47.61481	-122.33968999999999	1963.0	1.0	11.0	169020.0	83.0	11480494.0	346.62	0.0	0.0	156414.0	8208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10337.0
558	98121.0	47.61438	-122.33871	1981.0	1.0	33.0	429405.0	98.0	274682208.0	1921.82	0.0	0.0	210409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218997.0	0.0
559	98104.0	47.60454	-122.33072	1985.0	1.0	76.0	1952220.0	86.0	92937640.0	882.56	0.0	0.0	1680937.0	319368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560	98101.0	47.61418	-122.33485	1981.0	1.0	19.0	383515.0	90.0	15878689.0	110.7	0.0	0.0	18799.0	84800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561	98101.0	47.6129	-122.33684	1925.0	1.0	18.0	363934.0	68.0	22104512.0	582.28	0.0	0.0	281598.0	27597.0	0.0	21519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562	98101.0	47.61203	-122.33486	1929.0	1.0	4.0	78920.0	80.0	8303666.5	109.85	0.0	0.0	0.0	0.0	0.0	78920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563	98121.0	47.61051	-122.34438999999999	1979.0	1.0	7.0	131143.0	93.0	5177270.5	109.16	0.0	0.0	120248.0	0.0	0.0	10853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
564	98101.0	47.61289	-122.33531	1999.0	1.0	4.0	947987.0		46510960.0	324.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80000.0	561684.0	0.0	0.0	100000.0
565	98122.0	47.61505	-122.32	1908.0	1.0	4.0	55520.0		3686962.25	150.88	0.0	0.0	17120.0	0.0	0.0	0.0	13400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15300.0
566	98101.0	47.61036	-122.34037	1908.0	1.0	10.0	132998.0	97.0	3775187.5	133.8	0.0	0.0	138257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567	98101.0	47.609559999999995	-122.33715	1940.0	1.0	3.0	83118.0	59.0	2443141.5	27.82	0.0	0.0	0.0	0.0	0.0	45000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568	98101.0	47.60925	-122.33734	1924.0	1.0	3.0	77555.0	39.0	7802205.5	54.4	0.0	0.0	0.0	0.0	0.0	73563.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569	98121.0	47.60765	-122.34097	1909.0	1.0	6.0	51218.0	57.0	2886141.5	20.12	0.0	0.0	44913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7044.0	0.0	0.0	0.0	0.0
570	98101.0	47.60765	-122.3348	1970.0	1.0	29.0	489182.0	43.0	36378588.0	426.39	0.0	0.0	371450.0	9295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571	98101.0	47.607690000000005	-122.33543999999999	1929.0	1.0	27.0	216571.0	62.0	16246106.0	639.72	0.0	0.0	182604.0	6246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572	98104.0	47.607409999999994	-122.33565	1921.0	1.0	13.0	189175.0	13.0	19036416.0	132.71	0.0	0.0	151740.0	12645.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573	98104.0	47.60582	-122.33464	1998.0	1.0	13.0	293803.0	25.0	17074142.0	119.03	0.0	0.0	145491.0	70603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
574	98101.0	47.60576	-122.33922	1910.0	1.0	7.0	122356.0	91.0	4585070.5	41.8	0.0	0.0	95942.0	0.0	0.0	15523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0
575	98104.0	47.60366	-122.33328	1921.0	1.0	3.0	52298.0	89.0	1968655.125	13.72	0.0	0.0	50250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576	98101.0	47.60304	-122.33362	1911.0	1.0	17.0	116640.0	75.0	6758565.5	169.06	0.0	0.0	6561.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6333.0	0.0	0.0	0.0	0.0
577	98104.0	47.60573	-122.33028	1981.0	1.0	42.0	1249055.0	95.0	37980712.0	264.78	0.0	0.0	12941.0	296815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579	98104.0	47.606629999999996	-122.32157	1988.0	1.0	5.0	188339.0	15.0	8523594.0	89.41	0.0	0.0	81873.0	67000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580	98122.0	47.6094	-122.31506	1916.0	1.0	2.0	60122.0		690529.5	9.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60122.0	0.0	0.0	0.0	0.0	0.0	0.0
581	98104.0	47.5981	-122.33368999999999	1910.0	1.0	6.0	95000.0	83.0	4052720.0	31.43	0.0	0.0	84481.0	8474.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582	98104.0	47.6029	-122.32927	1971.0	1.0	9.0	224857.0	79.0	15272491.0	390.67	0.0	0.0	204993.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583	98104.0	47.59878	-122.33088000000001	1998.0	1.0	8.0	446261.0	96.0	13568148.0	94.59	0.0	0.0	343400.0	114237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584	98104.0	47.592729999999996	-122.33455	1939.0	1.0	2.0	58492.0		1594422.5	51.56	0.0	0.0	0.0	58500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585	98134.0	47.58958	-122.33368999999999	1907.0	1.0	6.0	62370.0	30.0	4353025.0	30.35	0.0	0.0	49473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10408.0	0.0	0.0	0.0	0.0
586	98134.0	47.584540000000004	-122.3269	1960.0	1.0	1.0	73296.0	83.0	2356376.75	73.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	98134.0	47.5829	-122.32417	1944.0	1.0	4.0	99122.0		14469228.0	179.45	0.0	0.0	49086.0	50036.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588	98134.0	47.58251	-122.32528	1985.0	1.0	1.0	66133.0		6345009.5	89.94	0.0	0.0	13805.0	60787.0	0.0	0.0	0.0	0.0	0.0	2408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589	98134.0	47.57613	-122.33863999999998	1952.0	1.0	2.0	115668.0		3534690.75	111.23	0.0	0.0	8068.0	0.0	0.0	4270.0	0.0	0.0	0.0	101752.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
590	98108.0	47.56301	-122.32563999999999	1970.0	1.0	1.0	141686.0		6673138.0	46.52	0.0	0.0	0.0	152511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591	98134.0	47.55695	-122.33176	1950.0	1.0	1.0	93610.0	95.0	6235947.0	152.28	0.0	0.0	101278.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	0.0
592	98108.0	47.55238	-122.32762	1973.0	1.0	2.0	156188.0	67.0	6843855.0	60.92	0.0	0.0	141917.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
593	98108.0	47.54923	-122.32446000000002	1966.0	1.0	1.0	115620.0	11.0	1951856.25	13.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
594	98108.0	47.54699	-122.32882	1975.0	1.0	5.0	238148.0	93.0	10775646.0	75.12	0.0	0.0	245240.0	5616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595	98108.0	47.54326	-122.33134	1969.0	1.0	1.0	71718.0	100.0	151754.2969	1.06	71718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596	98108.0	47.53628	-122.3329	1969.0	1.0	1.0	55450.0	31.0	4345698.0	131.64	0.0	0.0	21244.0	0.0	0.0	0.0	0.0	0.0	0.0	34206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597	98108.0	47.525490000000005	-122.33063999999999	1979.0	1.0	1.0	54880.0	32.0	2763597.0	89.53	55000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
598	98126.0	47.522220000000004	-122.36891999999999	1992.0	1.0	1.0	102500.0	81.0	7305474.0	158.55	0.0	0.0	0.0	0.0	0.0	99471.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599	98105.0	47.66478	-122.29803999999999	2002.0	1.0	6.0	361398.0		8915523.0	119.92	0.0	0.0	0.0	232685.0	0.0	63419.0	0.0	0.0	0.0	15757.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600	98144.0	47.579029999999996	-122.29982	1963.0	1.0	1.0	50785.0	57.0	7439009.0	195.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601	98106.0	47.54103	-122.33766000000001	1929.0	1.0	3.0	85126.0	1.0	37951708.0	166.13	0.0	0.0	81526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602	98125.0	47.709109999999995	-122.32529	2000.0	1.0	5.0	303255.0		11077140.0	99.14	0.0	0.0	0.0	5636.0	0.0	298043.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603	98134.0	47.56613	-122.33838	1986.0	1.0	1.0	411584.0	43.0	15091579.0	455.39	288048.0	0.0	0.0	0.0	35760.0	0.0	0.0	0.0	0.0	35760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604	98104.0	47.59937	-122.33116000000001	1902.0	1.0	4.0	73320.0		1141189.75	29.16	0.0	0.0	23277.0	0.0	0.0	6540.0	0.0	0.0	0.0	27283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605	98119.0	47.6252	-122.36737	2008.0	1.0	4.0	242686.0	77.0	9683979.0	67.51	0.0	0.0	149081.0	76364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606	98104.0	47.5992	-122.33223000000001	1900.0	1.0	6.0	95760.0	83.0	5392617.5	74.45	0.0	0.0	95760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607	98134.0	47.56733	-122.3352	1946.0	1.0	1.0	179413.0	57.0	3459543.0	24.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178087.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
608	98134.0	47.57513	-122.33738999999998	1917.0	1.0	1.0	65288.0		605971.1875	4.22	0.0	0.0	0.0	0.0	0.0	5000.0	0.0	0.0	0.0	60000.0	0.0	5000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
609	98106.0	47.5725	-122.3571	1966.0	1.0	1.0	170632.0	98.0	602245.0	4.2	0.0	0.0	5826.0	0.0	0.0	0.0	0.0	0.0	0.0	164806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
610	98109.0	47.63264	-122.34171	1994.0	1.0	10.0	381511.0	87.0	11410228.0	106.12	0.0	0.0	220033.0	168978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
611	98104.0	47.602140000000006	-122.32726000000001	2009.0	1.0	17.0	413264.0	91.0	13631141.0	95.03	0.0	0.0	295494.0	94781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
612	98105.0	47.6586	-122.3124	2009.0	1.0	6.0	122400.0	63.0	4865551.5	79.39	0.0	0.0	41624.0	20740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613	98105.0	47.662459999999996	-122.29898	1956.0	1.0	2.0	93803.0		5453438.5	110.41	0.0	0.0	0.0	2500.0	0.0	85572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2950.0	0.0	0.0	0.0	0.0
615	98118.0	47.513040000000004	-122.28393999999999	1966.0	1.0	2.0	123000.0	47.0	3004271.0	20.94	0.0	0.0	24433.0	0.0	0.0	0.0	0.0	0.0	0.0	112484.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616	98122.0	47.605636600000004	-122.32147979999999	2003.0	1.0	5.0	275130.0	70.0	9941308.0	69.3	0.0	0.0	177748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617	98136.0	47.51168	-122.28285	1978.0	1.0	1.0	60448.0	90.0	1052244.75	27.24	0.0	0.0	7746.0	0.0	0.0	0.0	0.0	0.0	0.0	52702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618	98122.0	47.608951	-122.322402	1994.0	7.0	14.0	1765970.0	54.0	291614432.0	12307.16	0.0	0.0	0.0	441551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1639334.0	0.0	0.0
619	98121.0	47.61915	-122.35871000000002	1928.0	3.0	4.0	62600.0		11147342.0	406.04	0.0	0.0	0.0	215197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
620	98122.0	47.60453796	-122.32032779999999	2004.0	1.0	4.0	77412.0		2655387.5	20.85	0.0	0.0	19200.0	17000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
621	98122.0	47.60796711	-122.3195445	1990.0	1.0	5.0	289419.0	59.0	12731388.0	133.5	0.0	0.0	146150.0	139000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622	98115.0	47.6993	-122.32378	1987.0	1.0	5.0	90266.0	18.0	7771933.5	54.18	0.0	0.0	87552.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623	98107.0	47.6582	-122.36433999999998	2004.0	1.0	4.0	87332.0	87.0	1165598.875	14.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87332.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624	98122.0	47.61210727	-122.32059720000001	2003.0	1.0	6.0	150545.0	28.0	13410041.0	453.76	0.0	100528.0	0.0	50017.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625	98109.0	47.62147	-122.34817	1999.0	1.0	5.0	141718.0		19085174.0	341.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5803.0	0.0	0.0	0.0	134197.0
626	98109.0	47.62562	-122.35121000000001	2008.0	1.0	5.0	111856.0	8.0	9444484.0	278.97	0.0	92000.0	0.0	20000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4006.0	0.0	0.0	0.0	0.0
627	98122.0	47.618179999999995	-122.31728000000001	1988.0	1.0	4.0	132828.0	83.0	1083729.625	7.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132828.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628	98106.0	47.53935	-122.34402	1970.0	1.0	1.0	70400.0	1.0	13962749.0	284.01	0.0	0.0	12353.0	0.0	0.0	0.0	0.0	0.0	0.0	58047.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629	98133.0	47.71417	-122.34256	1995.0	1.0	1.0	101830.0	60.0	10713006.0	295.12	0.0	0.0	0.0	0.0	0.0	130767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
631	98144.0	47.5997	-122.30363999999999	1974.0	2.0	4.0	114000.0		7575080.0	109.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114000.0	0.0	0.0	0.0	0.0	0.0	0.0
