	ZipCode	Latitude	Longitude	YearBuilt	NumberofBuildings	NumberofFloors	PropertyGFATotal	ENERGYSTARScore	SiteEnergyUse(kBtu)	TotalGHGEmissions	Distribution Center	Hotel	Office	Other	Refrigerated Warehouse	Retail Store	Self-Storage Facility	Senior Care Community	Supermarket / Grocery Store	Warehouse	Worship Facility	Public services	Library	Banks	Education	Manufacturing/Industrial Plant	Food Service	Mall	General Medical	Data Center	Entertainment
421	98109.0	47.631159999999994	-122.34193	1986.0	1.0	5.0	154029.0	95.0	4636396.5	58.88	0.0	0.0	91645.0	66288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
422	98133.0	47.708870000000005	-122.33493999999999	2005.0	1.0	3.0	161789.0		6963616.5	49.28	0.0	0.0	69854.0	91935.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423	98133.0	47.7126	-122.33782	2005.0	1.0	3.0	63909.0		4765753.5	33.22	0.0	0.0	60670.0	0.0	0.0	3239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
424	98103.0	47.69814	-122.34295	1948.0	1.0	2.0	53472.0		971155.625	34.0	0.0	0.0	10033.0	0.0	0.0	0.0	0.0	0.0	0.0	46846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
425	98108.0	47.526959999999995	-122.32913	1980.0	1.0	1.0	50417.0	14.0	1847401.0	58.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
426	98101.0	47.60613	-122.34115	1900.0	1.0	1.0	43728.0		11508035.0	611.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43728.0	0.0	0.0	0.0	0.0
427	98133.0	47.70449	-122.33272	1961.0	1.0	3.0	133298.0	21.0	15640994.0	295.48	0.0	0.0	133298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
428	98125.0	47.70759	-122.3255	1965.0	1.0	2.0	168619.0	78.0	6455828.5	91.1	0.0	0.0	0.0	0.0	0.0	173106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
429	98102.0	47.63451	-122.32505	2002.0	1.0	5.0	251827.0		47102428.0	1156.45	0.0	0.0	84000.0	84000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
430	98109.0	47.6244	-122.33157	2000.0	1.0	4.0	175885.0	91.0	6486377.5	45.22	0.0	0.0	103970.0	71390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
431	98134.0	47.56089	-122.33474	1969.0	1.0	2.0	104786.0	93.0	1028376.875	23.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
432	98134.0	47.55787	-122.335	2000.0	1.0	1.0	53040.0		1770027.5	49.9	0.0	0.0	0.0	51427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	98134.0	47.55741	-122.33163	1973.0	1.0	1.0	110689.0		2339814.25	107.83	0.0	0.0	0.0	110689.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434	98134.0	47.5563	-122.33186	1948.0	1.0	1.0	53620.0	86.0	2058955.25	22.12	0.0	0.0	53620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
435	98134.0	47.55623	-122.33316	1938.0	1.0	1.0	50008.0	62.0	3202213.0	65.3	0.0	0.0	50008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436	98119.0	47.6252	-122.36737	2009.0	1.0	4.0	291176.0	98.0	6657348.5	49.74	0.0	0.0	194674.0	111198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
437	98134.0	47.565490000000004	-122.33221	1957.0	1.0	1.0	50832.0	63.0	2551022.25	107.16	0.0	0.0	6912.0	0.0	0.0	0.0	0.0	0.0	0.0	43920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	98108.0	47.56158	-122.32753999999998	1971.0	1.0	1.0	76354.0	70.0	2843033.5	20.29	0.0	0.0	0.0	0.0	76486.0	0.0	0.0	0.0	0.0	76486.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
439	98134.0	47.56558	-122.32888999999999	1956.0	1.0	1.0	98480.0	65.0	2831565.5	39.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440	98103.0	47.66113	-122.33572	1904.0	1.0	2.0	53002.0	75.0	3441643.25	64.0	0.0	0.0	0.0	18130.0	0.0	31602.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441	98102.0	47.63465	-122.32592	2008.0	1.0	3.0	175918.0		22530168.0	640.71	0.0	0.0	66737.0	30230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442	98102.0	47.63108	-122.32746000000002	1920.0	1.0	3.0	169785.0		19155416.0	406.02	0.0	0.0	0.0	63782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443	98109.0	47.63	-122.3396	1971.0	1.0	11.0	124721.0	58.0	13898181.0	365.79	0.0	0.0	107594.0	12000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15600.0	0.0	0.0	0.0	0.0
444	98109.0	47.633759999999995	-122.33968	1970.0	1.0	7.0	94002.0	70.0	5662234.0	39.47	0.0	0.0	93905.0	31348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
445	98108.0	47.55515	-122.3275	1974.0	1.0	1.0	93020.0	60.0	1252323.875	8.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
446	98121.0	47.6153	-122.35014	1946.0	1.0	1.0	23000.0		711118.375	25.74	0.0	0.0	2689.600098	20310.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	98118.0	47.52095	-122.26825	2002.0	1.0	1.0	61053.0	32.0	13133225.0	306.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
449	98104.0	47.59895	-122.33379	1904.0	1.0	5.0	78920.0	88.0	2830674.75	19.73	0.0	0.0	78564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
450	98104.0	47.59855	-122.33327	1906.0	1.0	7.0	99440.0	64.0	6606832.5	134.69	0.0	0.0	65088.0	0.0	0.0	23857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
451	98104.0	47.59856	-122.33379	1907.0	1.0	6.0	73260.0	82.0	2853189.5	19.89	0.0	0.0	63871.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
452	98104.0	47.599790000000006	-122.3338	1900.0	1.0	4.0	69817.0	87.0	2178074.5	76.8	0.0	0.0	34647.0	0.0	0.0	26039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
453	98104.0	47.60035	-122.33379	1900.0	1.0	4.0	84750.0		2094724.625	26.04	0.0	0.0	41609.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28734.0	0.0	0.0	0.0
454	98104.0	47.601459999999996	-122.33248	1900.0	1.0	6.0	75496.0		3570161.75	24.89	0.0	0.0	45799.0	0.0	0.0	9739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4689.0	0.0	0.0	0.0	0.0
455	98104.0	47.59962	-122.33247	1900.0	1.0	4.0	164380.0	79.0	7655751.0	130.31	0.0	0.0	123607.0	0.0	0.0	20795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	98104.0	47.59858	-122.33198	1907.0	1.0	7.0	160580.0	98.0	4336187.5	99.59	0.0	0.0	160580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
457	98104.0	47.60159	-122.32915	1909.0	1.0	6.0	73470.0	83.0	3212269.0	22.39	0.0	0.0	47145.0	0.0	0.0	9477.0	0.0	0.0	0.0	9477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
458	98104.0	47.59871	-122.3299	1906.0	1.0	3.0	67755.0		1904480.0	13.28	0.0	0.0	19705.0	33647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11988.0
459	98134.0	47.593340000000005	-122.32905	1910.0	1.0	3.0	56700.0	37.0	2371575.0	31.58	18050.0	0.0	26250.0	0.0	0.0	0.0	0.0	0.0	0.0	12400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
460	98134.0	47.59366	-122.32666	1922.0	1.0	1.0	82852.0	83.0	2153603.5	65.56	0.0	0.0	0.0	0.0	0.0	23282.0	0.0	0.0	0.0	58472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	98134.0	47.579409999999996	-122.33131000000002	1953.0	1.0	2.0	76442.0		3978277.0	132.6	18000.0	0.0	7604.0	50500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
462	98134.0	47.57658	-122.33053999999998	1962.0	1.0	2.0	92792.0	56.0	3155496.0	74.18	85343.0	0.0	13435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
463	98134.0	47.58444	-122.33282	1941.0	2.0	2.0	125519.0		2244317.0	15.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142901.0	0.0	0.0	0.0	0.0	0.0
464	98134.0	47.58361	-122.33368999999999	1900.0	1.0	4.0	129000.0	80.0	4374646.0	30.5	0.0	0.0	104869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	98134.0	47.58781	-122.33263999999998	1954.0	1.0	1.0	78814.0	69.0	861972.875	16.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78814.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	98134.0	47.59486	-122.33368	1904.0	1.0	4.0	58970.0		1776411.75	41.18	0.0	0.0	39870.0	7000.0	0.0	0.0	0.0	0.0	0.0	11600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
467	98134.0	47.59403	-122.33367	1910.0	1.0	6.0	75600.0	15.0	2688675.75	18.74	51040.0	0.0	10500.0	6000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468	98134.0	47.59363	-122.33371000000001	1907.0	1.0	4.0	56270.0		1056782.125	7.37	39884.0	0.0	4116.0	0.0	0.0	0.0	0.0	0.0	0.0	9270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
469	98104.0	47.59701	-122.33378	1904.0	1.0	4.0	66842.0	31.0	5608600.5	138.35	0.0	0.0	43122.0	0.0	0.0	10514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
470	98104.0	47.59639	-122.33368	1909.0	1.0	6.0	75288.0	81.0	2891605.0	20.18	0.0	0.0	65508.0	10918.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
471	98104.0	47.59806	-122.33475	1904.0	1.0	7.0	184322.0	81.0	9722890.0	67.78	0.0	0.0	183916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0
472	98104.0	47.59767	-122.33466999999999	2009.0	1.0	7.0	287853.0	43.0	25567108.0	182.14	0.0	0.0	273812.0	0.0	0.0	12102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
473	98134.0	47.59202	-122.33486	1914.0	1.0	2.0	64512.0	53.0	5968153.5	180.76	0.0	0.0	63000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474	98134.0	47.589240000000004	-122.33566	2009.0	1.0	6.0	286000.0		63835192.0	445.62	0.0	0.0	108747.0	49271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475	98134.0	47.58365	-122.33466999999999	1926.0	1.0	7.0	144050.0	26.0	3929371.0	98.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
476	98104.0	47.58252	-122.33465	1930.0	1.0	3.0	60592.0	16.0	5049446.5	47.25	0.0	0.0	60384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
477	98134.0	47.58181	-122.33533999999999	1912.0	1.0	6.0	1380959.0	79.0	74130576.0	810.7	0.0	0.0	1000730.0	0.0	0.0	281296.0	0.0	0.0	0.0	220303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
478	98134.0	47.57842	-122.33558000000001	1993.0	1.0	1.0	107930.0	57.0	7221482.5	100.42	0.0	0.0	0.0	0.0	0.0	107704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
479	98134.0	47.57096	-122.3355	1926.0	1.0	1.0	99084.0	83.0	1618110.375	49.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99084.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
480	98106.0	47.566759999999995	-122.35247	1953.0	1.0	1.0	72719.0	28.0	2581741.75	42.74	72719.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
481	98134.0	47.59534849	-122.327269	1930.0	1.0	4.0	76624.0	91.0	2773647.5	33.41	0.0	0.0	76624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	98105.0	47.66158	-122.31625	2001.0	1.0	6.0	91706.0	2.0	8570571.0	59.75	0.0	0.0	53281.0	3724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
483	98109.0	47.62395	-122.33391999999999	2008.0	1.0	5.0	129093.0	6.0	19248732.0	477.85	0.0	0.0	89131.0	5615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
484	98106.0	47.56787	-122.36419	1991.0	1.0	5.0	138106.0	41.0	8381834.5	58.43	0.0	0.0	119083.0	16221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
485	98108.0	47.56664	-122.32346000000001	1973.0	1.0	1.0	56572.0	66.0	2409429.0	67.29	0.0	0.0	0.0	0.0	0.0	56576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487	98104.0	47.609790000000004	-122.32298	2004.0	1.0	4.0	225982.0	53.0	20560622.0	692.12	0.0	0.0	200184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
488	98121.0	47.61783	-122.33729	2006.0	1.0	4.0	516407.0	31.0	39403320.0	734.72	0.0	67627.0	0.0	340236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
489	98104.0	47.59794	-122.32767	2000.0	1.0	11.0	312512.0		25747022.0	185.39	0.0	0.0	303312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4462.0	0.0	0.0	4738.0	0.0
490	98101.0	47.6074	-122.33776999999999	2005.0	1.0	42.0	1592914.0	97.0	56498868.0	481.06	0.0	0.0	303910.0	348788.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491	98101.0	47.61077	-122.3361	1926.0	1.0	6.0	97720.0		2478025.25	17.28	0.0	0.0	51881.0	0.0	0.0	9713.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11999.0	0.0
492	98104.0	47.61002	-122.32222	1985.0	1.0	10.0	422503.0	46.0	17254810.0	190.1	0.0	0.0	197408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
493	98122.0	47.60649	-122.31121	1987.0	1.0	7.0	94500.0	68.0	5792926.0	40.38	0.0	0.0	113739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494	98106.0	47.53655	-122.36377	2005.0	1.0	1.0	94713.0	79.0	5417598.0	94.74	0.0	0.0	0.0	0.0	0.0	109758.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495	98122.0	47.60707	-122.3288	2008.0	1.0	9.0	302902.0	58.0	14751117.0	130.32	0.0	0.0	201365.0	86270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
496	98104.0	47.60883	-122.32493999999998	1973.0	1.0	19.0	319911.0	50.0	15067340.0	357.39	0.0	0.0	170727.0	69171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497	98104.0	47.60353	-122.33558000000001	1900.0	1.0	6.0	205521.0	94.0	8138616.5	282.46	0.0	0.0	114919.0	0.0	0.0	28643.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498	98104.0	47.60197	-122.33436999999999	1900.0	1.0	6.0	56700.0	55.0	3065954.5	21.37	0.0	0.0	46000.0	0.0	0.0	10500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
499	98134.0	47.59554	-122.32471000000001	1925.0	1.0	4.0	72000.0	89.0	2729167.75	23.48	0.0	0.0	72000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500	98109.0	47.63347	-122.34078000000001	2000.0	1.0	4.0	191146.0	93.0	5101504.5	35.56	0.0	0.0	103000.0	80000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501	98121.0	47.56797	-122.36711000000001	2001.0	1.0	3.0	68763.0		9029489.0	310.19	0.0	0.0	0.0	11527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502	98118.0	47.56961	-122.28881000000001	1994.0	3.0	1.0	102133.0		20725996.0	530.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107427.0	0.0	0.0	0.0
504	98101.0	47.61567	-122.33503	2008.0	1.0	14.0	362046.0	86.0	15725581.0	116.95	0.0	0.0	232443.0	3534.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506	98109.0	47.624759999999995	-122.35521000000001	1994.0	3.0	2.0	81336.0		13085297.0	270.17	0.0	0.0	0.0	81385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507	98101.0	47.6115	-122.33278	2001.0	1.0	23.0	538933.0	90.0	16020642.0	111.69	0.0	0.0	366554.0	122821.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
509	98121.0	47.61234	-122.34897	1983.0	1.0	6.0	275982.0		5233553.5	36.49	0.0	0.0	78852.0	197040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510	98119.0	47.624970000000005	-122.35965	1982.0	1.0	5.0	98668.0	91.0	4391348.0	30.61	0.0	0.0	98668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511	98134.0	47.57639	-122.32072	2007.0	1.0	1.0	158931.0	12.0	8751704.0	98.54	0.0	0.0	80157.0	26937.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512	98119.0	47.65692	-122.37058999999999	1978.0	1.0	1.0	105100.0	1.0	22078064.0	357.86	0.0	0.0	105100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
514	98121.0	47.63284	-122.37711999999999	1978.0	1.0	1.0	50660.0	51.0	2661488.0	60.7	0.0	0.0	0.0	0.0	0.0	50660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
515	98119.0	47.63156	-122.37551	1937.0	1.0	2.0	61929.0	59.0	2203026.5	55.73	0.0	0.0	39879.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
516	98119.0	47.623020000000004	-122.36476	2000.0	1.0	4.0	165111.0	1.0	25478086.0	177.62	0.0	0.0	104667.0	55000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5444.0	0.0
518	98121.0	47.61588	-122.34965	1925.0	1.0	3.0	20565.0	65.0	802312.5	5.59	0.0	0.0	20565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519	98119.0	47.62175	-122.36313	2000.0	1.0	5.0	159937.0	63.0	7857972.5	54.78	0.0	0.0	106449.0	50258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
520	98119.0	47.62101	-122.36188	2008.0	1.0	5.0	183964.0	56.0	14856199.0	103.57	0.0	0.0	133451.0	46763.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3750.0	0.0
521	98119.0	47.61891	-122.35958000000001	1986.0	1.0	5.0	208210.0	95.0	5514308.5	116.74	0.0	0.0	109978.0	78848.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522	98121.0	47.61813	-122.35833000000001	1986.0	1.0	7.0	277486.0	63.0	12729858.0	88.74	0.0	0.0	178625.0	14653.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523	98121.0	47.614	-122.35375	1993.0	1.0	3.0	187130.0	77.0	10053489.0	70.09	0.0	0.0	171783.0	0.0	0.0	0.0	0.0	0.0	0.0	9581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4413.0
524	98121.0	47.61287	-122.35022	2000.0	1.0	5.0	251044.0	99.0	17186624.0	119.81	0.0	0.0	126218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12717.0	0.0
525	98101.0	47.60703	-122.34038000000001	1912.0	1.0	5.0	154330.0	81.0	1262235.25	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526	98006.0	47.60604	-122.33948000000001	1918.0	1.0	6.0	108245.0		4515180.5	50.17	0.0	0.0	64055.0	12359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14621.0	0.0	0.0	0.0	0.0	0.0	0.0
527	98104.0	47.6047	-122.33738999999998	1905.0	1.0	6.0	167860.0	70.0	6797647.0	47.39	0.0	0.0	110370.0	0.0	0.0	19801.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	634.0	0.0
528	98104.0	47.602470000000004	-122.33621000000001	1910.0	1.0	6.0	112560.0	86.0	4946798.5	97.82	0.0	0.0	80400.0	0.0	0.0	16080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
